ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction,Predicted_Satisfaction,Satisfaction_Probability%,Customer_Segment
96575,Female,15,Returning,Personal,Economy,333,3,0.0,4,3,4,3,1,4,5,3,4,4,4,3,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
96576,Male,9,Returning,Personal,Economy,333,0,0.0,3,3,4,3,3,4,4,2,3,3,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
96577,Female,54,Returning,Personal,Economy,333,0,0.0,2,1,1,1,1,4,2,1,3,3,4,4,4,5,Satisfied,Satisfied,53.34,Neutral
96578,Male,13,Returning,Personal,Economy,333,8,21.0,5,3,4,3,3,3,3,2,3,3,4,3,3,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
96579,Male,35,Returning,Personal,Economy,333,9,0.0,4,1,3,1,4,3,2,4,2,2,4,1,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
96580,Female,27,Returning,Personal,Economy,333,46,33.0,2,5,4,5,3,1,5,4,5,5,3,3,5,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
96581,Male,35,Returning,Personal,Economy,333,4,1.0,4,3,3,3,3,3,3,2,3,3,5,3,3,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.12,Dissatisfied(at risk)
96582,Male,33,First-time,Business,Business,333,115,102.0,2,2,5,2,4,4,2,5,2,2,4,2,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.29,Dissatisfied(at risk)
96583,Female,51,Returning,Personal,Economy Plus,333,0,0.0,4,3,5,4,3,1,5,3,5,4,1,3,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
96584,Male,35,Returning,Business,Business,3482,107,98.0,1,2,4,4,1,4,5,4,3,2,4,1,4,4,Satisfied,Satisfied,99.99,Highly Satisfied
96585,Female,42,Returning,Business,Business,1840,20,10.0,2,2,5,4,2,4,5,4,3,5,4,2,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
96586,Female,27,First-time,Business,Business,861,0,9.0,2,2,3,2,4,4,4,4,4,4,5,2,4,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.92,Dissatisfied(at risk)
96587,Male,52,Returning,Business,Business,2108,0,3.0,3,3,5,4,3,5,4,5,4,2,5,3,5,5,Satisfied,Satisfied,99.99,Highly Satisfied
96588,Female,53,Returning,Business,Business,1896,5,7.0,5,5,3,3,5,1,3,1,1,2,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
96589,Female,59,Returning,Business,Business,861,22,19.0,5,4,5,5,5,4,4,4,5,4,4,5,4,4,Satisfied,Satisfied,99.99,Highly Satisfied
96590,Male,72,Returning,Business,Business,2241,61,60.0,4,4,1,2,4,4,2,4,4,3,4,4,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,4.94,Dissatisfied(at risk)
96591,Male,12,First-time,Business,Economy,861,13,14.0,1,1,3,1,4,4,4,3,4,4,4,2,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
96592,Male,58,Returning,Business,Business,461,12,16.0,5,5,1,1,5,4,3,4,5,5,4,5,4,4,Satisfied,Satisfied,99.97,Highly Satisfied
96593,Male,47,Returning,Personal,Economy,861,29,15.0,4,3,3,3,1,5,1,4,1,1,4,3,1,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
96594,Female,13,Returning,Personal,Economy,861,3,0.0,5,3,3,3,1,5,2,3,2,2,5,3,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
96595,Female,37,Returning,Personal,Economy,861,4,5.0,5,4,4,4,2,5,5,4,5,5,4,4,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,40.18,Dissatisfied(at risk)
96596,Female,23,Returning,Personal,Economy,861,2,6.0,4,3,3,3,4,4,2,4,2,2,4,3,2,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.06,Dissatisfied(at risk)
96597,Male,24,Returning,Personal,Economy,861,0,3.0,4,3,3,3,1,4,5,5,5,5,4,3,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
96598,Female,57,Returning,Business,Economy Plus,461,0,14.0,3,4,4,1,4,4,2,4,5,5,4,4,4,4,Satisfied,Satisfied,99.06,Highly Satisfied
96599,Male,18,First-time,Business,Business,937,3,0.0,0,4,3,4,2,3,3,2,3,3,4,5,3,5,Satisfied,Satisfied,99.99,Highly Satisfied
96600,Male,48,Returning,Business,Business,937,14,8.0,5,5,4,4,5,4,5,4,4,2,4,5,4,4,Satisfied,Satisfied,99.97,Highly Satisfied
96601,Male,39,Returning,Personal,Business,972,0,0.0,5,1,4,5,3,3,5,1,5,4,3,1,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
96602,Male,36,Returning,Personal,Business,1036,15,6.0,1,4,4,3,4,1,3,4,4,2,1,4,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,8.42,Dissatisfied(at risk)
96603,Female,25,Returning,Business,Business,3764,108,129.0,3,3,3,4,3,4,4,3,4,4,5,3,4,5,Satisfied,Satisfied,99.85,Highly Satisfied
96604,Male,29,First-time,Business,Business,972,2,,2,2,5,2,2,5,3,4,3,3,5,2,3,5,Neutral or Dissatisfied,Neutral or Dissatisfied,1.4,Dissatisfied(at risk)
96605,Female,42,Returning,Business,Business,937,0,0.0,1,1,4,5,1,4,4,4,3,3,4,1,4,4,Satisfied,Satisfied,99.99,Highly Satisfied
96606,Female,53,Returning,Business,Business,3640,0,5.0,5,5,4,5,5,5,5,5,5,2,5,5,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
96607,Female,45,Returning,Business,Business,972,0,0.0,2,2,4,5,2,5,5,5,5,2,5,2,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
96608,Male,46,Returning,Business,Business,3073,3,0.0,2,1,4,5,2,5,5,5,4,4,5,2,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
96609,Male,43,Returning,Business,Business,3723,5,10.0,2,2,5,4,2,2,5,2,5,4,2,2,2,2,Satisfied,Satisfied,99.94,Highly Satisfied
96610,Female,51,Returning,Business,Business,1036,92,104.0,3,3,4,4,3,3,5,3,3,3,3,3,3,3,Satisfied,Satisfied,98.84,Highly Satisfied
96611,Male,49,Returning,Business,Business,2432,0,0.0,5,5,4,5,5,5,4,5,4,2,5,5,5,5,Satisfied,Satisfied,99.98,Highly Satisfied
96612,Male,53,Returning,Business,Business,3597,0,2.0,2,2,5,4,2,4,5,5,5,5,4,2,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
96613,Male,24,First-time,Business,Economy,937,119,99.0,2,2,1,2,1,1,5,3,5,5,1,2,5,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.73,Dissatisfied(at risk)
96614,Female,39,Returning,Business,Business,3517,0,0.0,2,2,5,5,2,5,4,5,3,4,5,2,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
96615,Female,30,First-time,Business,Economy,972,15,19.0,1,1,3,1,3,4,4,5,4,4,4,1,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
96616,Female,36,Returning,Business,Business,3058,0,1.0,5,2,3,4,2,4,5,4,4,5,4,2,4,4,Satisfied,Satisfied,99.96,Highly Satisfied
96617,Male,57,Returning,Business,Business,3326,48,66.0,2,4,4,5,2,4,5,5,4,2,4,2,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
96618,Male,60,Returning,Business,Business,1885,0,0.0,5,3,5,5,5,5,5,4,4,5,5,5,5,5,Satisfied,Satisfied,99.98,Highly Satisfied
96619,Female,47,Returning,Business,Business,1772,0,0.0,2,2,4,5,2,5,5,5,5,4,5,2,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
96620,Female,11,First-time,Business,Economy,972,0,0.0,1,1,4,1,4,4,2,1,2,2,3,1,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
96621,Male,50,Returning,Business,Business,3474,7,0.0,3,3,5,4,3,5,5,5,5,4,5,3,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
96622,Male,34,Returning,Business,Business,2699,24,21.0,3,3,3,3,3,2,3,2,4,2,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,1.0,Dissatisfied(at risk)
96623,Female,39,First-time,Business,Business,937,36,21.0,2,2,5,2,3,4,3,5,3,3,5,2,3,5,Neutral or Dissatisfied,Neutral or Dissatisfied,11.05,Dissatisfied(at risk)
96624,Female,44,Returning,Business,Business,2064,51,42.0,2,2,5,5,2,4,4,4,3,2,4,2,4,4,Satisfied,Satisfied,99.99,Highly Satisfied
96625,Male,52,Returning,Business,Business,972,0,0.0,1,1,4,4,1,2,4,2,5,5,2,1,2,2,Satisfied,Satisfied,99.92,Highly Satisfied
96626,Female,59,Returning,Business,Business,2676,0,0.0,1,1,3,5,1,5,5,5,5,5,5,1,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
96627,Female,47,Returning,Business,Business,1691,25,19.0,1,1,4,4,1,1,4,1,3,2,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,7.04,Dissatisfied(at risk)
96628,Female,28,First-time,Business,Economy,937,2,0.0,3,3,2,3,3,3,1,2,3,3,4,3,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.36,Dissatisfied(at risk)
96629,Male,32,Returning,Business,Economy,937,0,0.0,1,1,2,3,1,1,3,2,3,3,4,3,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,2.88,Dissatisfied(at risk)
96630,Female,22,First-time,Business,Economy,972,0,4.0,3,3,3,3,1,1,3,2,3,3,1,3,3,2,Neutral or Dissatisfied,Neutral or Dissatisfied,4.58,Dissatisfied(at risk)
96631,Female,48,First-time,Business,Economy,1036,4,0.0,2,2,3,2,3,2,3,4,3,3,4,2,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.53,Dissatisfied(at risk)
96632,Male,11,First-time,Business,Economy,1036,4,2.0,3,3,4,3,5,4,3,3,3,3,4,3,3,5,Neutral or Dissatisfied,Neutral or Dissatisfied,3.17,Dissatisfied(at risk)
96633,Female,47,Returning,Business,Business,1605,12,13.0,4,4,3,4,4,5,5,5,3,4,5,4,5,5,Satisfied,Satisfied,99.86,Highly Satisfied
96634,Male,31,Returning,Business,Business,1913,9,0.0,1,3,5,4,3,4,4,4,4,4,4,3,4,5,Satisfied,Satisfied,99.81,Highly Satisfied
96635,Female,59,Returning,Business,Economy,937,44,30.0,5,5,1,3,5,4,4,3,1,1,4,3,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.72,Dissatisfied(at risk)
96636,Male,53,Returning,Business,Business,937,1,0.0,4,4,4,5,4,4,4,4,4,5,4,4,4,4,Satisfied,Satisfied,99.5,Highly Satisfied
96637,Female,21,First-time,Business,Economy,972,0,0.0,2,2,3,2,3,5,4,4,4,4,5,2,4,5,Neutral or Dissatisfied,Neutral or Dissatisfied,13.0,Dissatisfied(at risk)
96638,Female,50,Returning,Business,Business,937,2,0.0,5,5,3,4,5,4,5,4,5,4,4,5,4,4,Satisfied,Satisfied,99.99,Highly Satisfied
96639,Male,11,Returning,Business,Business,2945,0,3.0,1,1,4,4,1,5,4,2,4,4,4,1,4,4,Satisfied,Satisfied,99.98,Highly Satisfied
96640,Female,23,Returning,Business,Business,972,0,0.0,4,4,1,2,4,3,2,3,2,2,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.33,Dissatisfied(at risk)
96641,Female,58,Returning,Business,Business,2407,1,5.0,3,3,3,5,3,4,4,4,4,2,4,3,4,4,Satisfied,Satisfied,99.95,Highly Satisfied
96642,Male,48,Returning,Business,Economy,972,0,0.0,3,3,1,2,3,1,2,4,2,2,3,2,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,3.86,Dissatisfied(at risk)
96643,Male,54,Returning,Business,Business,972,0,12.0,4,1,3,3,4,3,4,3,1,3,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.38,Dissatisfied(at risk)
96644,Female,14,Returning,Business,Business,972,0,0.0,2,2,4,4,2,3,4,4,4,4,5,2,4,4,Satisfied,Satisfied,99.86,Highly Satisfied
96645,Male,51,Returning,Business,Business,2826,0,0.0,1,1,5,4,1,2,4,2,3,3,2,1,2,2,Satisfied,Satisfied,99.96,Highly Satisfied
96646,Female,53,Returning,Business,Business,1975,0,0.0,5,5,3,2,5,5,5,5,1,3,5,5,5,5,Satisfied,Satisfied,99.96,Highly Satisfied
96647,Male,27,First-time,Business,Economy,636,0,18.0,3,2,5,2,3,5,5,5,5,5,4,2,5,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.06,Dissatisfied(at risk)
96648,Male,41,Returning,Business,Economy,572,45,39.0,5,5,3,2,5,1,2,3,2,2,3,2,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,2.83,Dissatisfied(at risk)
96649,Male,60,Returning,Business,Business,3294,0,0.0,4,2,4,4,4,2,4,2,4,4,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,5.68,Dissatisfied(at risk)
96650,Male,39,First-time,Business,Economy,537,0,0.0,3,4,3,4,4,4,4,4,4,4,1,4,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,19.31,Dissatisfied(at risk)
96651,Male,47,Returning,Personal,Economy,937,0,0.0,4,1,4,1,1,5,5,5,5,5,4,1,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
96652,Male,32,Returning,Personal,Economy,937,10,1.0,5,3,5,3,4,4,2,3,2,2,5,3,2,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
96653,Female,54,Returning,Personal,Economy,937,0,6.0,4,2,5,4,3,2,4,2,5,4,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
96654,Female,10,Returning,Personal,Economy,937,4,17.0,4,1,3,1,2,5,4,2,4,4,5,2,4,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
96655,Female,70,Returning,Personal,Economy,972,0,0.0,4,2,4,5,1,3,4,2,4,5,3,2,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
96656,Male,39,Returning,Personal,Economy,937,3,0.0,4,2,2,2,3,2,4,4,5,5,4,2,5,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
96657,Female,33,Returning,Personal,Economy,937,10,0.0,3,2,5,2,4,3,5,2,5,5,1,2,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.14,Dissatisfied(at risk)
96658,Female,53,Returning,Personal,Economy,972,0,0.0,4,2,5,5,3,1,4,2,4,3,1,2,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
96659,Female,28,Returning,Personal,Economy,937,0,0.0,4,3,3,3,1,4,5,5,2,2,4,3,2,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.05,Dissatisfied(at risk)
96660,Male,18,Returning,Personal,Economy,937,20,16.0,5,2,4,2,1,3,5,3,5,5,5,2,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
96661,Male,37,Returning,Personal,Economy,972,20,11.0,1,1,4,1,3,4,5,1,5,5,4,1,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
96662,Male,16,Returning,Personal,Economy,937,0,0.0,4,3,1,3,4,3,2,5,2,2,4,2,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
96663,Male,70,Returning,Personal,Economy,937,0,0.0,3,3,2,3,3,2,5,4,4,4,3,3,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.09,Dissatisfied(at risk)
96664,Male,25,First-time,Personal,Economy,937,0,0.0,5,3,3,3,3,3,5,5,5,5,4,3,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
96665,Male,7,Returning,Personal,Economy,1036,0,0.0,5,2,5,2,3,5,1,2,1,1,4,1,1,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
96666,Female,44,Returning,Personal,Economy,937,7,1.0,5,4,2,3,2,4,5,4,5,4,4,4,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,34.22,Dissatisfied(at risk)
96667,Male,60,Returning,Personal,Economy,937,0,,5,3,3,3,2,5,1,2,1,1,4,3,1,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.05,Dissatisfied(at risk)
96668,Male,63,Returning,Personal,Economy,937,25,25.0,1,1,1,1,1,1,5,5,5,5,2,1,5,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
96669,Male,53,Returning,Personal,Economy,972,11,3.0,4,2,5,2,1,4,3,5,2,2,5,2,2,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
96670,Female,32,First-time,Personal,Economy,937,27,26.0,5,3,3,3,3,4,2,3,2,2,4,3,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
96671,Male,57,Returning,Personal,Economy,937,0,0.0,3,5,2,3,3,4,1,4,4,4,3,5,4,3,Satisfied,Satisfied,99.95,Highly Satisfied
96672,Male,27,Returning,Personal,Economy,937,50,49.0,4,2,2,2,4,3,1,2,5,5,4,2,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
96673,Female,32,Returning,Personal,Economy,1036,12,9.0,5,1,5,1,2,5,5,5,5,5,4,1,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
96674,Female,26,Returning,Personal,Economy,937,13,0.0,3,2,1,2,3,1,2,1,2,2,4,2,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
96675,Male,58,Returning,Business,Business,3974,0,0.0,4,4,5,4,4,4,5,4,5,4,4,4,4,4,Satisfied,Satisfied,99.95,Highly Satisfied
96676,Female,28,Returning,Business,Economy Plus,1036,0,0.0,4,4,3,4,4,4,4,5,4,4,4,4,4,4,Neutral or Dissatisfied,Satisfied,63.74,Neutral
96677,Male,59,Returning,Business,Economy Plus,972,2,0.0,2,2,1,1,2,1,1,5,1,1,3,1,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.42,Dissatisfied(at risk)
96678,Female,20,Returning,Personal,Economy Plus,972,17,17.0,4,0,5,0,2,3,1,5,1,1,5,0,1,4,Satisfied,Satisfied,99.61,Highly Satisfied
96679,Female,59,Returning,Personal,Economy Plus,937,0,0.0,4,1,5,1,3,4,4,1,5,2,4,2,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
96680,Male,21,Returning,Personal,Economy Plus,937,0,0.0,4,2,5,2,4,1,2,1,2,2,1,2,2,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
96681,Male,66,Returning,Personal,Economy Plus,937,1,0.0,5,0,5,0,3,4,2,3,2,2,3,1,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
96682,Female,27,Returning,Personal,Economy Plus,937,0,0.0,3,4,1,4,4,2,1,3,1,1,3,4,1,3,Satisfied,Neutral or Dissatisfied,32.46,Dissatisfied(at risk)
96683,Female,15,Returning,Personal,Economy Plus,1036,0,0.0,5,2,4,2,3,5,1,2,1,1,5,2,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
96684,Male,24,Returning,Personal,Economy Plus,1036,0,0.0,4,1,4,1,3,4,4,5,4,4,5,1,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
96685,Male,25,Returning,Business,Business,2063,0,0.0,1,1,3,5,1,4,5,2,5,5,4,1,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
96686,Female,41,Returning,Business,Business,696,3,0.0,2,2,4,4,2,4,5,4,3,3,4,2,4,4,Satisfied,Satisfied,99.98,Highly Satisfied
96687,Male,53,Returning,Business,Business,2989,11,1.0,1,1,3,5,1,2,5,2,3,5,2,1,2,2,Satisfied,Satisfied,100.0,Highly Satisfied
96688,Male,52,Returning,Business,Business,813,0,0.0,1,1,1,4,1,4,4,4,4,4,4,4,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,3.44,Dissatisfied(at risk)
96689,Male,54,Returning,Business,Business,696,20,19.0,2,2,4,4,2,2,4,2,5,3,2,2,2,2,Satisfied,Satisfied,93.59,Highly Satisfied
96690,Female,43,Returning,Business,Business,2132,15,13.0,3,3,5,4,3,3,5,4,3,5,3,3,3,3,Satisfied,Satisfied,99.97,Highly Satisfied
96691,Male,39,Returning,Business,Business,3421,0,0.0,3,4,4,5,3,4,4,4,5,4,4,3,4,4,Satisfied,Satisfied,99.99,Highly Satisfied
96692,Female,53,Returning,Business,Business,2388,0,16.0,2,2,3,5,2,4,4,4,5,3,4,2,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
96693,Female,34,First-time,Business,Business,696,3,1.0,2,2,3,2,1,3,1,2,1,1,4,2,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.48,Dissatisfied(at risk)
96694,Female,52,Returning,Business,Business,696,56,47.0,2,2,4,5,2,4,5,4,5,3,4,2,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
96695,Male,41,Returning,Business,Business,696,61,55.0,3,3,3,5,3,5,5,5,4,2,5,3,5,5,Satisfied,Satisfied,99.99,Highly Satisfied
96696,Male,45,Returning,Business,Business,696,56,49.0,5,5,5,5,5,5,4,5,3,3,5,5,5,5,Satisfied,Satisfied,99.98,Highly Satisfied
96697,Female,42,First-time,Business,Business,696,47,52.0,3,3,3,3,1,3,5,3,5,5,4,3,5,5,Satisfied,Neutral or Dissatisfied,21.77,Dissatisfied(at risk)
96698,Female,58,Returning,Business,Business,696,126,116.0,4,3,5,5,4,4,4,5,5,4,4,4,4,4,Satisfied,Satisfied,99.98,Highly Satisfied
96699,Male,52,Returning,Business,Business,2253,0,0.0,1,1,3,4,1,5,4,5,4,4,5,1,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
96700,Male,42,Returning,Business,Business,1773,79,80.0,5,2,4,4,2,4,4,4,5,5,4,2,4,4,Satisfied,Satisfied,99.95,Highly Satisfied
96701,Male,30,First-time,Business,Business,696,0,0.0,1,1,3,1,2,3,4,2,4,4,4,1,4,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.15,Dissatisfied(at risk)
96702,Male,33,Returning,Business,Business,696,11,5.0,1,2,1,3,1,3,2,5,2,2,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,2.12,Dissatisfied(at risk)
96703,Female,38,Returning,Business,Economy,696,6,16.0,3,4,1,4,3,2,4,3,4,4,4,4,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,29.91,Dissatisfied(at risk)
96704,Female,40,Returning,Business,Economy,696,0,15.0,4,4,3,1,4,1,1,1,1,1,2,1,1,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.39,Dissatisfied(at risk)
96705,Female,43,Returning,Business,Business,813,0,0.0,3,3,4,3,3,1,4,1,3,4,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.14,Dissatisfied(at risk)
96706,Female,13,Returning,Business,Business,3313,22,30.0,1,1,1,2,1,1,2,2,2,2,3,2,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.05,Dissatisfied(at risk)
96707,Male,39,Returning,Business,Business,696,9,13.0,2,3,5,5,2,4,4,4,4,2,4,2,4,4,Satisfied,Satisfied,99.99,Highly Satisfied
96708,Male,19,Returning,Business,Business,2971,0,0.0,2,2,3,4,2,4,4,4,4,4,4,2,4,5,Satisfied,Satisfied,99.99,Highly Satisfied
96709,Female,29,First-time,Business,Economy,696,0,0.0,5,5,1,5,3,4,1,3,1,1,2,4,1,3,Neutral or Dissatisfied,Neutral or Dissatisfied,4.83,Dissatisfied(at risk)
96710,Male,53,Returning,Business,Business,2368,0,0.0,4,4,5,4,4,4,4,4,3,3,4,4,4,4,Satisfied,Satisfied,99.64,Highly Satisfied
96711,Female,39,Returning,Business,Business,1914,0,0.0,2,2,4,5,2,4,4,4,4,5,4,2,4,4,Satisfied,Satisfied,99.98,Highly Satisfied
96712,Female,51,Returning,Business,Economy,696,11,0.0,2,2,4,3,2,3,3,4,1,2,3,4,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,38.24,Dissatisfied(at risk)
96713,Male,51,Returning,Business,Business,696,0,0.0,3,3,3,5,3,5,4,5,4,2,5,3,5,5,Satisfied,Satisfied,99.96,Highly Satisfied
96714,Female,57,Returning,Business,Business,2665,22,11.0,2,2,1,3,2,2,3,2,1,3,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.77,Dissatisfied(at risk)
96715,Male,14,First-time,Business,Business,696,0,0.0,2,4,4,4,2,4,1,5,5,5,5,4,5,4,Satisfied,Satisfied,99.5,Highly Satisfied
96716,Male,39,First-time,Business,Economy,813,0,0.0,1,1,3,1,4,2,2,3,2,2,3,1,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
96717,Male,27,First-time,Business,Economy,696,0,0.0,3,3,2,3,4,1,2,3,2,2,4,3,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.1,Dissatisfied(at risk)
96718,Female,10,First-time,Business,Economy,696,0,0.0,3,3,5,3,1,4,2,2,2,2,4,3,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.61,Dissatisfied(at risk)
96719,Male,24,First-time,Business,Economy,696,8,18.0,2,2,2,2,3,1,3,3,3,3,3,1,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
96720,Male,23,First-time,Business,Economy,696,0,0.0,2,2,2,2,2,3,2,4,2,2,2,2,2,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.39,Dissatisfied(at risk)
96721,Female,26,Returning,Personal,Economy,813,4,0.0,4,4,2,4,4,4,1,5,1,1,4,4,1,3,Satisfied,Neutral or Dissatisfied,43.13,Dissatisfied(at risk)
96722,Female,7,Returning,Personal,Economy,696,0,0.0,5,2,4,2,3,3,4,4,4,4,5,2,4,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
96723,Female,45,Returning,Personal,Economy,696,53,42.0,5,2,4,4,1,3,5,2,5,3,3,2,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
96724,Male,10,Returning,Personal,Economy,696,12,6.0,5,4,4,4,4,3,1,5,1,1,4,4,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,4.65,Dissatisfied(at risk)
96725,Male,20,Returning,Personal,Economy,696,0,0.0,4,3,3,3,3,3,5,5,5,5,5,3,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
